Loan_ID,Member_ID,Book_ID,Loan_Date,Due_Date,Return_Date,Fine_Amount
8252,6077,753,2023-05-16,2023-06-10,2023-06-20,10
8253,1182,1429,2022-12-09,2022-12-28,2023-01-06,9
8254,7191,4780,2022-01-15,2022-02-13,2022-02-25,12
8255,2328,7899,2023-07-14,2023-07-21,2023-07-25,4
8256,4939,4780,2022-07-19,2022-07-29,2022-08-12,14
8257,1836,6381,2023-11-10,2023-11-30,2023-12-11,11
8258,5183,721,2022-07-25,2022-08-08,2022-08-18,10
8259,9550,3538,2023-11-28,2023-12-15,2023-12-17,2
8260,9848,5374,2022-04-13,2022-05-09,2022-05-11,2
8261,6670,970,2022-03-18,2022-04-16,2022-04-18,2
8262,6111,2541,2023-11-20,2023-11-29,2023-12-12,13
8263,6840,4239,2023-11-21,2023-12-04,2023-12-15,11
8264,434,2723,2022-07-06,2022-07-22,2022-08-01,10
8265,1399,8757,2022-08-23,2022-09-01,2022-09-12,11
8266,5559,9988,2022-03-09,2022-03-31,2022-04-13,13
8267,3335,4871,2022-03-04,2022-03-29,2022-03-30,1
8268,4473,813,2022-10-22,2022-11-10,2022-11-22,12
8269,9600,3203,2023-01-29,2023-02-23,2023-03-05,10
8270,8902,2761,2023-10-04,2023-10-16,2023-10-23,7
8271,9878,8430,2022-12-14,2023-01-03,2023-01-05,2
8272,5095,607,2022-04-20,2022-05-16,2022-05-26,10
8273,9532,1787,2023-04-29,2023-05-12,2023-05-21,9
8274,6760,9568,2022-12-28,2023-01-15,2023-01-15,0
8275,4703,7982,2022-11-17,2022-12-04,2022-12-05,1
8276,9801,32,2022-02-02,2022-03-02,2022-03-04,2
8277,2691,6807,2023-10-14,2023-11-10,2023-11-24,14
8278,1102,4438,2023-02-23,2023-03-18,2023-03-29,11
8279,7926,1788,2022-06-03,2022-07-01,2022-07-05,4
8280,7866,5993,2022-04-04,2022-04-25,2022-05-08,13
8281,6098,9304,2023-06-18,2023-06-25,2023-06-26,1
8282,7308,7102,2022-01-17,2022-01-24,2022-02-06,13
8283,7468,9053,2023-09-09,2023-09-23,2023-10-07,14
8284,2165,7742,2023-10-22,2023-10-31,2023-11-08,8
8285,6501,6255,2022-09-04,2022-09-19,2022-09-30,11
8286,5511,4655,2023-03-10,2023-03-20,2023-03-23,3
8287,58,8035,2022-02-25,2022-03-11,2022-03-25,14
8288,9642,5758,2023-11-02,2023-11-12,2023-11-17,5
8289,4137,8310,2022-05-25,2022-06-17,2022-06-28,11
8290,6552,54,2022-10-12,2022-11-07,2022-11-15,8
8291,3711,8048,2023-05-21,2023-05-28,2023-05-28,0
8292,5274,6479,2023-04-18,2023-04-27,2023-05-03,6
8293,9257,6386,2022-11-15,2022-12-14,2022-12-27,13
8294,4271,8127,2022-11-29,2022-12-12,2022-12-14,2
8295,9108,9434,2022-10-15,2022-11-03,2022-11-10,7
8296,3855,3851,2023-04-01,2023-04-22,2023-05-03,11
8297,533,8638,2023-03-13,2023-04-04,2023-04-16,12
8298,3446,8579,2022-06-21,2022-07-14,2022-07-23,9
8299,931,2286,2022-12-01,2022-12-21,2022-12-29,8
8300,2119,8067,2023-02-21,2023-03-20,2023-03-21,1
8301,8289,1040,2022-01-19,2022-02-12,2022-02-19,7
8302,3814,5664,2023-04-05,2023-04-21,2023-04-29,8
8303,8301,6665,2022-02-18,2022-03-14,2022-03-20,6
8304,8559,530,2023-09-23,2023-10-21,2023-10-31,10
8305,6713,1668,2023-05-19,2023-06-05,2023-06-16,11
8306,5265,3011,2022-08-26,2022-09-09,2022-09-18,9
8307,670,34,2023-03-19,2023-04-17,2023-04-20,3
8308,6137,9486,2023-06-05,2023-06-16,2023-06-24,8
8309,2375,7329,2022-03-22,2022-04-04,2022-04-07,3
8310,9747,7347,2022-08-17,2022-09-04,2022-09-15,11
8311,4290,2888,2023-04-29,2023-05-16,2023-05-18,2
8312,5542,3913,2023-05-05,2023-06-04,2023-06-05,1
8313,1975,5213,2022-06-08,2022-06-18,2022-06-19,1
8314,8311,7118,2022-03-05,2022-03-25,2022-04-02,8
8315,9317,7577,2023-04-09,2023-05-01,2023-05-14,13
8316,8314,3086,2022-10-21,2022-11-01,2022-11-14,13
8317,4034,5901,2023-02-05,2023-03-02,2023-03-09,7
8318,6583,2527,2023-10-29,2023-11-26,2023-12-05,9
8319,9706,5962,2023-11-05,2023-11-13,2023-11-23,10
8320,8983,3473,2022-04-13,2022-05-09,2022-05-14,5
8321,5373,1081,2023-09-09,2023-09-17,2023-09-18,1
8322,7192,1324,2022-12-04,2022-12-30,2023-01-02,3
8323,5160,3897,2022-02-03,2022-02-27,2022-03-07,8
8324,7848,4241,2022-11-16,2022-12-13,2022-12-21,8
8325,5095,5649,2023-06-05,2023-07-05,2023-07-13,8
8326,7754,9052,2022-09-08,2022-09-28,2022-10-05,7
8327,6019,8064,2022-06-29,2022-07-20,2022-07-26,6
8328,3401,652,2023-10-27,2023-11-15,2023-11-16,1
8329,7602,4545,2022-07-20,2022-08-13,2022-08-24,11
8330,8985,7216,2022-10-05,2022-10-25,2022-11-06,12
8331,6199,1238,2022-10-03,2022-10-13,2022-10-17,4
8332,5322,1758,2023-01-10,2023-02-03,2023-02-10,7
8333,7774,7892,2023-05-06,2023-05-30,2023-06-13,14
8334,4071,7175,2022-01-24,2022-02-10,2022-02-19,9
8335,3151,6766,2023-09-05,2023-09-29,2023-09-30,1
8336,7084,7043,2023-01-27,2023-02-19,2023-02-27,8
8337,8701,3087,2023-05-26,2023-06-08,2023-06-15,7
8338,4896,152,2022-07-30,2022-08-25,2022-08-28,3
8339,3161,8687,2023-07-19,2023-07-29,2023-08-09,11
8340,9803,1876,2023-01-16,2023-02-04,2023-02-10,6
8341,8995,3497,2022-11-02,2022-11-14,2022-11-14,0
8342,8843,6002,2022-06-01,2022-06-14,2022-06-18,4
8343,5301,9159,2023-01-07,2023-01-26,2023-02-06,11
8344,891,2288,2023-08-15,2023-09-10,2023-09-15,5
8345,2288,3671,2023-02-05,2023-02-28,2023-03-02,2
8346,3694,2775,2023-12-06,2024-01-05,2024-01-09,4
8347,9757,9212,2023-12-18,2024-01-10,2024-01-17,7
8348,1023,5938,2022-11-02,2022-11-10,2022-11-20,10
8349,7208,4951,2022-03-17,2022-04-09,2022-04-14,5
8350,2077,2842,2022-08-05,2022-08-27,2022-09-05,9
8351,2927,564,2023-06-12,2023-07-03,2023-07-13,10
8352,5583,5347,2023-02-04,2023-03-06,2023-03-18,12
8353,4605,2768,2022-03-14,2022-04-13,2022-04-17,4
8354,29,1850,2022-11-30,2022-12-30,2023-01-03,4
8355,1769,697,2022-08-23,2022-09-03,2022-09-10,7
8356,3313,2372,2022-07-08,2022-07-16,2022-07-28,12
8357,1709,9092,2023-12-24,2024-01-12,2024-01-18,6
8358,1991,739,2022-02-14,2022-03-05,2022-03-10,5
8359,6033,4926,2023-07-21,2023-08-05,2023-08-08,3
8360,1040,6792,2023-07-26,2023-08-09,2023-08-15,6
8361,4680,8067,2023-03-23,2023-04-10,2023-04-19,9
8362,3264,743,2023-03-21,2023-04-07,2023-04-20,13
8363,419,2862,2023-09-11,2023-10-02,2023-10-14,12
8364,3399,3322,2022-04-13,2022-05-06,2022-05-12,6
8365,6275,4419,2023-02-21,2023-03-18,2023-03-25,7
8366,9556,7316,2023-12-09,2023-12-28,2024-01-04,7
8367,9574,1335,2023-06-11,2023-07-04,2023-07-17,13
8368,6421,9394,2023-06-01,2023-06-11,2023-06-19,8
8369,389,4910,2022-08-13,2022-08-20,2022-09-01,12
8370,4696,5172,2023-12-13,2023-12-21,2023-12-22,1
8371,541,5489,2023-09-11,2023-09-19,2023-09-20,1
8372,4547,5079,2023-06-20,2023-07-18,2023-08-01,14
8373,3241,1825,2023-07-20,2023-07-27,2023-08-01,5
8374,5559,255,2022-08-16,2022-08-28,2022-09-01,4
8375,4766,2093,2023-06-30,2023-07-07,2023-07-21,14
8376,8036,5006,2022-07-03,2022-07-20,2022-07-21,1
8377,3649,166,2022-06-27,2022-07-20,2022-07-23,3
8378,8942,8583,2023-04-18,2023-05-08,2023-05-15,7
8379,6360,2151,2022-12-06,2022-12-15,2022-12-29,14
8380,9885,5471,2022-12-28,2023-01-16,2023-01-18,2
8381,3678,5263,2023-10-24,2023-11-23,2023-11-26,3
8382,2603,2244,2022-11-08,2022-11-20,2022-11-23,3
8383,859,8021,2023-04-06,2023-04-16,2023-04-27,11
8384,8192,1554,2023-11-27,2023-12-15,2023-12-17,2
8385,9037,8031,2023-07-16,2023-07-28,2023-08-05,8
8386,9459,9336,2023-07-15,2023-07-29,2023-08-01,3
8387,1758,2778,2022-10-15,2022-11-11,2022-11-14,3
8388,8720,8318,2023-01-07,2023-02-02,2023-02-07,5
8389,6514,5792,2023-02-22,2023-03-19,2023-03-20,1
8390,6781,9270,2023-10-13,2023-11-12,2023-11-13,1
8391,8854,2006,2023-01-20,2023-02-06,2023-02-14,8
8392,9736,2058,2023-07-18,2023-08-17,2023-08-30,13
8393,684,6145,2023-04-22,2023-05-07,2023-05-16,9
8394,6922,2646,2023-09-13,2023-10-09,2023-10-19,10
8395,5418,1156,2023-03-08,2023-04-07,2023-04-20,13
8396,9644,9826,2023-06-23,2023-07-02,2023-07-07,5
8397,4365,6497,2023-10-19,2023-11-12,2023-11-24,12
8398,4033,6584,2022-06-21,2022-07-13,2022-07-14,1
8399,3875,5260,2022-01-29,2022-02-17,2022-02-18,1
8400,2234,9397,2023-07-22,2023-08-19,2023-08-21,2
8401,9736,4602,2022-04-03,2022-04-28,2022-05-05,7
8402,3640,1821,2022-08-31,2022-09-17,2022-09-19,2
8403,6858,625,2023-08-30,2023-09-13,2023-09-17,4
8404,3363,9720,2022-04-11,2022-04-25,2022-05-03,8
8405,9273,7335,2023-01-28,2023-02-11,2023-02-24,13
8406,4697,9087,2023-11-07,2023-11-15,2023-11-16,1
8407,2864,7340,2023-12-03,2023-12-12,2023-12-21,9
8408,906,8637,2023-03-30,2023-04-22,2023-05-03,11
8409,2513,2973,2022-12-02,2022-12-29,2022-12-31,2
8410,6342,1086,2022-01-13,2022-02-04,2022-02-12,8
8411,4493,1715,2023-04-19,2023-05-05,2023-05-09,4
8412,812,970,2023-02-01,2023-02-18,2023-02-24,6
8413,2249,4142,2022-01-27,2022-02-08,2022-02-21,13
8414,8687,4254,2022-10-25,2022-11-18,2022-11-21,3
8415,7373,1027,2023-08-20,2023-09-11,2023-09-23,12
8416,5943,5692,2022-02-16,2022-03-07,2022-03-18,11
8417,5067,9986,2022-07-17,2022-08-09,2022-08-22,13
8418,3255,4355,2022-01-26,2022-02-15,2022-02-24,9
8419,4677,7947,2022-12-05,2022-12-22,2022-12-28,6
8420,5619,5129,2023-01-09,2023-01-28,2023-02-03,6
8421,3096,4646,2022-01-25,2022-02-23,2022-03-01,6
8422,1223,4158,2022-08-18,2022-09-02,2022-09-15,13
8423,7509,6177,2023-09-29,2023-10-11,2023-10-22,11
8424,9145,7718,2023-12-24,2024-01-14,2024-01-17,3
8425,2842,4823,2023-12-10,2024-01-08,2024-01-17,9
8426,4863,5956,2023-04-04,2023-04-11,2023-04-12,1
8427,1122,1714,2022-04-24,2022-05-20,2022-05-21,1
8428,2178,3702,2023-02-22,2023-03-19,2023-03-29,10
8429,541,9329,2022-03-17,2022-04-11,2022-04-23,12
8430,3960,3371,2022-05-21,2022-06-17,2022-06-26,9
8431,3893,1430,2023-08-13,2023-08-31,2023-09-01,1
8432,3149,3008,2023-01-29,2023-02-28,2023-03-03,3
8433,9430,9796,2022-01-18,2022-01-27,2022-01-30,3
8434,7977,4617,2023-11-14,2023-12-03,2023-12-15,12
8435,1878,5033,2023-05-04,2023-05-13,2023-05-21,8
8436,8195,2615,2023-07-09,2023-07-29,2023-07-30,1
8437,2203,7365,2023-02-26,2023-03-14,2023-03-27,13
8438,7463,6929,2022-01-19,2022-01-28,2022-02-03,6
8439,3724,7962,2023-12-29,2024-01-21,2024-01-21,0
8440,2425,8130,2022-06-03,2022-07-02,2022-07-06,4
8441,1950,4960,2022-02-05,2022-02-19,2022-03-03,12
8442,5762,9788,2023-09-04,2023-10-02,2023-10-16,14
8443,6880,872,2023-01-16,2023-02-11,2023-02-25,14
8444,9553,5452,2023-09-24,2023-10-21,2023-10-26,5
8445,3753,2686,2023-01-02,2023-01-28,2023-01-30,2
8446,9203,1846,2023-02-27,2023-03-29,2023-03-31,2
8447,743,1819,2022-12-20,2023-01-01,2023-01-09,8
8448,7469,4763,2023-12-09,2023-12-24,2023-12-27,3
8449,4762,1221,2022-08-25,2022-09-22,2022-09-29,7
8450,7214,2198,2023-04-17,2023-04-28,2023-05-03,5
8451,2766,1743,2022-11-24,2022-12-01,2022-12-09,8
8452,9124,2757,2022-12-03,2022-12-18,2022-12-29,11
8453,2942,8923,2023-03-05,2023-03-15,2023-03-17,2
8454,3324,2546,2023-10-04,2023-10-21,2023-10-28,7
8455,4615,8350,2023-01-16,2023-02-05,2023-02-11,6
8456,540,4548,2023-02-12,2023-02-28,2023-03-02,2
8457,9701,5947,2023-01-29,2023-02-28,2023-03-03,3
8458,2254,5296,2022-02-08,2022-02-25,2022-03-11,14
8459,489,8978,2022-01-04,2022-01-11,2022-01-14,3
8460,9200,4517,2023-08-10,2023-09-08,2023-09-19,11
8461,5054,9612,2022-08-04,2022-08-20,2022-08-29,9
8462,960,7819,2022-10-10,2022-11-06,2022-11-17,11
8463,493,78,2022-09-04,2022-09-11,2022-09-15,4
8464,1674,2472,2022-05-20,2022-05-29,2022-06-02,4
8465,5223,9412,2023-12-06,2024-01-01,2024-01-12,11
8466,6789,8208,2023-01-02,2023-01-25,2023-01-30,5
8467,3182,2791,2022-09-16,2022-10-11,2022-10-15,4
8468,3685,6509,2023-03-22,2023-04-02,2023-04-12,10
8469,8707,7139,2023-07-11,2023-07-24,2023-08-03,10
8470,1892,3927,2023-07-05,2023-07-22,2023-08-04,13
8471,8388,324,2023-06-02,2023-06-17,2023-06-27,10
8472,3399,666,2023-08-06,2023-08-16,2023-08-29,13
8473,9252,101,2023-03-28,2023-04-19,2023-04-20,1
8474,640,8071,2023-11-01,2023-11-27,2023-12-06,9
8475,1043,3835,2023-02-03,2023-03-03,2023-03-13,10
8476,7148,4602,2022-10-27,2022-11-06,2022-11-11,5
8477,7107,5447,2022-05-07,2022-05-14,2022-05-27,13
8478,841,6720,2022-03-25,2022-04-09,2022-04-20,11
8479,7326,6506,2022-10-21,2022-11-08,2022-11-15,7
8480,1630,7236,2023-03-23,2023-04-04,2023-04-12,8
8481,3380,8926,2022-02-03,2022-03-03,2022-03-11,8
8482,8144,7914,2023-04-04,2023-04-14,2023-04-26,12
8483,5708,2310,2022-07-14,2022-07-24,2022-07-26,2
8484,8912,3594,2022-06-11,2022-06-22,2022-07-02,10
8485,7507,1656,2023-05-06,2023-06-02,2023-06-04,2
8486,6683,4590,2023-06-09,2023-07-07,2023-07-13,6
8487,433,252,2023-04-07,2023-04-17,2023-04-30,13
8488,2129,6749,2023-11-29,2023-12-22,2023-12-28,6
8489,6322,333,2023-10-04,2023-10-28,2023-11-10,13
8490,4795,2949,2022-11-01,2022-11-23,2022-12-07,14
8491,3338,8103,2023-04-24,2023-05-04,2023-05-18,14
8492,9077,2157,2023-11-01,2023-11-19,2023-11-21,2
8493,7326,7901,2022-05-20,2022-06-14,2022-06-23,9
8494,3259,1866,2023-11-23,2023-12-19,2024-01-02,14
8495,2458,3158,2022-12-13,2023-01-04,2023-01-08,4
8496,4439,154,2023-10-23,2023-11-09,2023-11-19,10
8497,2457,1528,2023-05-13,2023-05-30,2023-06-08,9
8498,6238,2064,2022-12-23,2023-01-09,2023-01-11,2
8499,7753,1617,2022-12-25,2023-01-19,2023-01-24,5
8500,2760,8101,2022-10-13,2022-10-23,2022-11-04,12
8501,5726,8615,2023-05-02,2023-05-30,2023-05-30,0
8502,1961,7590,2023-05-23,2023-05-30,2023-06-07,8
8503,6256,8760,2022-03-23,2022-04-18,2022-04-21,3
8504,3314,638,2022-05-22,2022-06-09,2022-06-12,3
8505,7478,466,2022-08-04,2022-08-12,2022-08-24,12
8506,9674,2918,2023-08-15,2023-08-30,2023-09-06,7
8507,5510,7205,2022-05-28,2022-06-21,2022-07-01,10
8508,1273,8110,2023-09-08,2023-10-06,2023-10-10,4
8509,3573,4867,2023-03-12,2023-03-28,2023-03-31,3
8510,8817,4271,2022-07-25,2022-08-02,2022-08-02,0
8511,3789,4749,2023-07-10,2023-07-30,2023-08-01,2
8512,311,7685,2023-10-12,2023-10-25,2023-11-08,14
8513,7599,4689,2023-03-13,2023-04-04,2023-04-11,7
8514,9233,3528,2022-09-14,2022-09-22,2022-09-22,0
8515,6561,8875,2023-10-06,2023-10-23,2023-11-02,10
8516,5483,4229,2023-01-16,2023-01-23,2023-01-27,4
8517,7362,24,2022-12-17,2023-01-12,2023-01-12,0
8518,5892,7946,2023-04-19,2023-04-26,2023-04-29,3
8519,7337,897,2023-09-27,2023-10-04,2023-10-11,7
8520,7621,6742,2023-04-20,2023-05-02,2023-05-06,4
8521,6110,2472,2022-09-29,2022-10-07,2022-10-11,4
8522,9049,966,2022-04-26,2022-05-03,2022-05-08,5
8523,8041,3201,2022-04-28,2022-05-14,2022-05-25,11
8524,8103,6843,2022-07-09,2022-07-24,2022-07-28,4
8525,9585,7135,2023-10-06,2023-10-28,2023-11-07,10
8526,8753,2314,2023-11-29,2023-12-17,2023-12-30,13
8527,3362,781,2023-01-03,2023-01-30,2023-02-11,12
8528,8250,7931,2022-04-02,2022-04-24,2022-04-28,4
8529,9115,8954,2022-05-13,2022-06-10,2022-06-11,1
8530,2889,4897,2023-01-06,2023-01-27,2023-02-02,6
8531,7538,1944,2023-04-04,2023-04-15,2023-04-29,14
8532,2622,58,2022-12-19,2022-12-30,2023-01-06,7
8533,2585,9263,2023-09-01,2023-09-10,2023-09-17,7
8534,7416,6769,2022-04-11,2022-04-18,2022-04-26,8
8535,4755,63,2022-03-20,2022-03-31,2022-04-03,3
8536,1566,990,2023-06-28,2023-07-13,2023-07-22,9
8537,2012,4761,2023-11-09,2023-11-20,2023-11-22,2
8538,7641,8159,2023-03-19,2023-04-07,2023-04-08,1
8539,3845,9346,2023-09-22,2023-10-09,2023-10-18,9
8540,5019,664,2023-03-10,2023-04-07,2023-04-15,8
8541,365,7664,2023-10-15,2023-11-13,2023-11-15,2
8542,8766,9321,2023-02-11,2023-03-01,2023-03-03,2
8543,3999,5407,2023-09-16,2023-09-29,2023-10-06,7
8544,57,6151,2022-12-21,2023-01-19,2023-01-28,9
8545,4994,5230,2023-01-06,2023-02-05,2023-02-15,10
8546,3760,6001,2022-02-16,2022-02-26,2022-03-11,13
8547,867,7651,2022-09-24,2022-10-08,2022-10-09,1
8548,1783,2989,2023-03-17,2023-04-03,2023-04-13,10
8549,2025,3514,2023-12-30,2024-01-10,2024-01-23,13
8550,426,7814,2022-06-18,2022-07-18,2022-07-18,0
8551,423,2097,2023-09-29,2023-10-27,2023-11-10,14
8552,1269,919,2022-02-21,2022-03-13,2022-03-15,2
8553,5905,9857,2023-08-17,2023-09-01,2023-09-07,6
8554,7775,3413,2023-04-29,2023-05-18,2023-05-27,9
8555,2255,6202,2022-04-15,2022-04-27,2022-05-10,13
8556,8399,7856,2022-08-05,2022-08-26,2022-09-04,9
8557,4847,2058,2023-07-04,2023-07-25,2023-07-30,5
8558,3469,7852,2023-10-10,2023-10-17,2023-10-30,13
8559,4978,2929,2023-12-09,2023-12-17,2023-12-20,3
8560,7473,3324,2022-05-22,2022-06-19,2022-07-01,12
8561,9712,8320,2023-12-13,2024-01-01,2024-01-14,13
8562,8856,9904,2023-01-24,2023-02-03,2023-02-07,4
8563,8577,1169,2023-04-12,2023-05-07,2023-05-21,14
8564,629,3798,2022-01-23,2022-02-04,2022-02-18,14
8565,1631,8122,2022-05-08,2022-05-30,2022-06-07,8
8566,2695,6921,2022-06-16,2022-07-09,2022-07-18,9
8567,6030,1168,2022-01-24,2022-02-06,2022-02-11,5
8568,9719,6627,2022-08-30,2022-09-20,2022-10-02,12
8569,7871,6078,2023-03-10,2023-03-21,2023-03-29,8
8570,7858,4212,2022-01-31,2022-02-25,2022-02-27,2
8571,277,6831,2022-12-29,2023-01-26,2023-02-05,10
8572,8466,8618,2023-02-22,2023-03-08,2023-03-21,13
8573,1335,2620,2023-05-06,2023-06-04,2023-06-09,5
8574,6301,9081,2023-05-12,2023-05-20,2023-06-01,12
8575,669,1150,2022-11-25,2022-12-25,2022-12-26,1
8576,2745,9704,2023-06-21,2023-07-08,2023-07-10,2
8577,3612,5693,2023-07-31,2023-08-17,2023-08-22,5
8578,7377,7632,2022-09-19,2022-10-08,2022-10-14,6
8579,809,7656,2023-05-23,2023-06-20,2023-07-03,13
8580,8266,6773,2023-08-02,2023-08-25,2023-08-31,6
8581,7574,8636,2022-12-18,2023-01-05,2023-01-05,0
8582,5107,9374,2022-10-19,2022-11-01,2022-11-11,10
8583,9378,6050,2022-07-25,2022-08-16,2022-08-17,1
8584,7600,755,2023-10-23,2023-10-31,2023-11-11,11
8585,978,4096,2023-06-23,2023-07-01,2023-07-09,8
8586,2339,4301,2023-04-26,2023-05-12,2023-05-15,3
8587,8953,8785,2022-01-18,2022-02-12,2022-02-23,11
8588,8291,7626,2022-04-30,2022-05-21,2022-05-29,8
8589,1221,4504,2023-04-26,2023-05-03,2023-05-03,0
8590,5828,152,2022-01-24,2022-02-06,2022-02-19,13
8591,8255,103,2023-09-30,2023-10-24,2023-10-28,4
8592,6431,2454,2023-10-23,2023-11-17,2023-11-20,3
8593,6358,5921,2022-11-17,2022-11-28,2022-12-11,13
8594,4187,4932,2023-01-11,2023-01-22,2023-01-23,1
8595,9915,6472,2022-07-02,2022-07-12,2022-07-25,13
8596,7338,6514,2023-09-30,2023-10-17,2023-10-25,8
8597,9991,2444,2023-01-09,2023-01-24,2023-02-01,8
8598,3554,6395,2023-09-26,2023-10-10,2023-10-17,7
8599,5479,7917,2023-10-24,2023-11-09,2023-11-13,4
8600,1344,4971,2023-12-20,2024-01-12,2024-01-13,1
8601,6252,5777,2022-02-08,2022-03-05,2022-03-16,11
8602,7618,6188,2023-05-25,2023-06-01,2023-06-02,1
8603,5758,347,2023-09-27,2023-10-09,2023-10-10,1
8604,3808,4985,2023-07-04,2023-07-14,2023-07-15,1
8605,6364,2292,2023-01-14,2023-02-01,2023-02-12,11
8606,2640,2735,2022-08-08,2022-09-02,2022-09-06,4
8607,2896,5129,2022-05-03,2022-05-21,2022-05-31,10
8608,8184,2024,2023-10-22,2023-11-05,2023-11-08,3
8609,9752,2465,2023-12-11,2023-12-21,2023-12-23,2
8610,3941,3690,2022-04-07,2022-04-15,2022-04-24,9
8611,2083,8722,2023-04-29,2023-05-22,2023-05-31,9
8612,1011,6688,2023-12-17,2024-01-01,2024-01-11,10
8613,1120,4926,2023-12-06,2023-12-26,2023-12-31,5
8614,4273,9982,2023-05-26,2023-06-08,2023-06-15,7
8615,2910,4850,2023-08-07,2023-08-28,2023-09-07,10
8616,582,2996,2023-08-04,2023-09-03,2023-09-06,3
8617,7,8225,2022-09-24,2022-10-04,2022-10-14,10
8618,346,2833,2023-10-06,2023-10-28,2023-11-07,10
8619,1,2322,2023-05-13,2023-06-03,2023-06-04,1
8620,7426,9179,2023-02-01,2023-02-21,2023-02-28,7
8621,237,7330,2023-01-07,2023-02-03,2023-02-04,1
8622,2215,5666,2023-04-09,2023-04-18,2023-04-27,9
8623,8167,6011,2022-11-11,2022-11-22,2022-12-02,10
8624,5758,2596,2022-09-28,2022-10-06,2022-10-20,14
8625,9363,2594,2022-08-02,2022-08-12,2022-08-24,12
8626,3572,3960,2023-12-13,2023-12-25,2023-12-26,1
8627,670,9415,2022-01-18,2022-02-12,2022-02-23,11
8628,8468,2586,2023-04-18,2023-04-26,2023-04-30,4
8629,2485,2061,2023-09-12,2023-10-04,2023-10-09,5
8630,2059,789,2023-04-25,2023-05-07,2023-05-08,1
8631,6177,8143,2022-12-13,2023-01-01,2023-01-03,2
8632,1569,6380,2023-06-15,2023-07-12,2023-07-15,3
8633,2303,9996,2022-09-29,2022-10-17,2022-10-30,13
8634,222,807,2022-11-07,2022-11-28,2022-12-04,6
8635,8666,2324,2022-04-04,2022-04-20,2022-05-04,14
8636,4271,150,2022-08-06,2022-08-29,2022-08-29,0
8637,7698,5586,2023-11-08,2023-11-30,2023-12-10,10
8638,9796,5508,2023-03-20,2023-03-31,2023-04-03,3
8639,8493,4351,2023-04-22,2023-05-11,2023-05-25,14
8640,2472,861,2023-08-12,2023-08-25,2023-09-05,11
8641,3146,9591,2022-07-11,2022-07-30,2022-08-06,7
8642,1063,5690,2022-12-02,2022-12-15,2022-12-28,13
8643,6062,5729,2022-04-26,2022-05-15,2022-05-29,14
8644,1692,2381,2023-01-04,2023-01-31,2023-02-02,2
8645,2584,9535,2023-05-11,2023-05-26,2023-05-30,4
8646,1896,9315,2023-09-27,2023-10-26,2023-10-28,2
8647,8202,2279,2023-02-11,2023-02-23,2023-03-04,9
8648,1743,9866,2023-03-02,2023-03-31,2023-03-31,0
8649,274,9674,2023-09-01,2023-09-27,2023-10-07,10
8650,2640,3639,2023-03-16,2023-03-28,2023-03-30,2
8651,2210,5107,2022-11-21,2022-12-16,2022-12-19,3
8652,224,7340,2023-04-05,2023-04-25,2023-05-04,9
8653,889,9370,2023-10-07,2023-11-01,2023-11-13,12
8654,4301,5774,2023-06-13,2023-06-30,2023-07-10,10
8655,774,9341,2023-11-04,2023-11-18,2023-11-28,10
8656,8023,9670,2023-05-04,2023-05-31,2023-06-04,4
8657,1536,6250,2023-05-30,2023-06-22,2023-06-26,4
8658,8652,4942,2022-11-11,2022-11-24,2022-11-29,5
8659,9404,3048,2022-09-22,2022-10-05,2022-10-15,10
8660,5102,3592,2022-05-18,2022-05-28,2022-05-31,3
8661,5595,2878,2023-10-07,2023-10-15,2023-10-24,9
8662,6996,2839,2023-10-11,2023-10-30,2023-11-04,5
8663,1461,1317,2023-11-15,2023-12-13,2023-12-14,1
8664,4682,2655,2023-08-11,2023-08-22,2023-08-22,0
8665,1668,7378,2022-09-22,2022-10-15,2022-10-29,14
8666,9698,3745,2022-05-12,2022-06-08,2022-06-09,1
8667,6766,4017,2022-09-08,2022-09-16,2022-09-24,8
8668,1977,3748,2023-05-21,2023-06-06,2023-06-12,6
8669,4872,4065,2022-06-29,2022-07-17,2022-07-18,1
8670,434,2620,2022-07-23,2022-08-15,2022-08-16,1
8671,1275,6341,2022-11-28,2022-12-26,2022-12-30,4
8672,3636,1757,2023-09-11,2023-10-05,2023-10-18,13
8673,5606,9749,2022-04-09,2022-05-06,2022-05-08,2
8674,2311,688,2022-05-14,2022-06-13,2022-06-26,13
8675,9136,2039,2022-05-07,2022-05-30,2022-06-05,6
8676,6147,7672,2022-10-06,2022-10-28,2022-11-10,13
8677,6473,160,2022-12-27,2023-01-10,2023-01-23,13
8678,1580,6333,2022-05-31,2022-06-24,2022-06-26,2
8679,1833,281,2022-09-03,2022-10-01,2022-10-10,9
8680,7009,8741,2023-02-19,2023-03-17,2023-03-20,3
8681,9722,3135,2022-06-01,2022-06-21,2022-06-27,6
8682,3286,5596,2023-06-17,2023-06-26,2023-06-28,2
8683,717,8127,2022-10-29,2022-11-25,2022-12-04,9
8684,1405,6713,2022-10-14,2022-11-13,2022-11-14,1
8685,8529,157,2023-07-13,2023-07-27,2023-08-04,8
8686,5023,4204,2022-06-23,2022-07-05,2022-07-17,12
8687,5876,4142,2022-02-27,2022-03-08,2022-03-12,4
8688,6807,1553,2022-04-22,2022-05-12,2022-05-13,1
8689,729,3198,2022-11-12,2022-12-10,2022-12-24,14
8690,2425,3246,2023-12-20,2024-01-11,2024-01-21,10
